"causeid","cause.of.death","icd10"
114,"CDC version of causeid 95 (Residual)","F63"
114,"CDC version of causeid 95 (Residual)","F64"
114,"CDC version of causeid 95 (Residual)","F65"
114,"CDC version of causeid 95 (Residual)","F66"
114,"CDC version of causeid 95 (Residual)","F67"
114,"CDC version of causeid 95 (Residual)","F68"
114,"CDC version of causeid 95 (Residual)","F69"
114,"CDC version of causeid 95 (Residual)","F70"
114,"CDC version of causeid 95 (Residual)","F71"
114,"CDC version of causeid 95 (Residual)","F72"
114,"CDC version of causeid 95 (Residual)","F73"
114,"CDC version of causeid 95 (Residual)","F74"
114,"CDC version of causeid 95 (Residual)","F75"
114,"CDC version of causeid 95 (Residual)","F76"
114,"CDC version of causeid 95 (Residual)","F77"
114,"CDC version of causeid 95 (Residual)","F78"
114,"CDC version of causeid 95 (Residual)","F79"
114,"CDC version of causeid 95 (Residual)","F80"
114,"CDC version of causeid 95 (Residual)","F81"
114,"CDC version of causeid 95 (Residual)","F82"
114,"CDC version of causeid 95 (Residual)","F83"
114,"CDC version of causeid 95 (Residual)","F84"
114,"CDC version of causeid 95 (Residual)","F85"
114,"CDC version of causeid 95 (Residual)","F86"
114,"CDC version of causeid 95 (Residual)","F87"
114,"CDC version of causeid 95 (Residual)","F88"
114,"CDC version of causeid 95 (Residual)","F89"
114,"CDC version of causeid 95 (Residual)","F90"
114,"CDC version of causeid 95 (Residual)","F91"
114,"CDC version of causeid 95 (Residual)","F92"
114,"CDC version of causeid 95 (Residual)","F93"
114,"CDC version of causeid 95 (Residual)","F94"
114,"CDC version of causeid 95 (Residual)","F95"
114,"CDC version of causeid 95 (Residual)","F96"
114,"CDC version of causeid 95 (Residual)","F97"
114,"CDC version of causeid 95 (Residual)","F98"
114,"CDC version of causeid 95 (Residual)","F99"
114,"CDC version of causeid 95 (Residual)","G04"
114,"CDC version of causeid 95 (Residual)","G05"
114,"CDC version of causeid 95 (Residual)","G06"
114,"CDC version of causeid 95 (Residual)","G07"
114,"CDC version of causeid 95 (Residual)","G08"
114,"CDC version of causeid 95 (Residual)","G09"
114,"CDC version of causeid 95 (Residual)","G10"
114,"CDC version of causeid 95 (Residual)","G11"
114,"CDC version of causeid 95 (Residual)","G12"
114,"CDC version of causeid 95 (Residual)","G13"
114,"CDC version of causeid 95 (Residual)","G14"
114,"CDC version of causeid 95 (Residual)","G23"
114,"CDC version of causeid 95 (Residual)","G24"
114,"CDC version of causeid 95 (Residual)","G25"
114,"CDC version of causeid 95 (Residual)","G31"
114,"CDC version of causeid 95 (Residual)","G32"
114,"CDC version of causeid 95 (Residual)","G33"
114,"CDC version of causeid 95 (Residual)","G34"
114,"CDC version of causeid 95 (Residual)","G35"
114,"CDC version of causeid 95 (Residual)","G36"
114,"CDC version of causeid 95 (Residual)","G37"
114,"CDC version of causeid 95 (Residual)","G38"
114,"CDC version of causeid 95 (Residual)","G39"
114,"CDC version of causeid 95 (Residual)","G40"
114,"CDC version of causeid 95 (Residual)","G41"
114,"CDC version of causeid 95 (Residual)","G42"
114,"CDC version of causeid 95 (Residual)","G43"
114,"CDC version of causeid 95 (Residual)","G44"
114,"CDC version of causeid 95 (Residual)","G45"
114,"CDC version of causeid 95 (Residual)","G46"
114,"CDC version of causeid 95 (Residual)","G47"
114,"CDC version of causeid 95 (Residual)","G48"
114,"CDC version of causeid 95 (Residual)","G49"
114,"CDC version of causeid 95 (Residual)","G50"
114,"CDC version of causeid 95 (Residual)","G51"
114,"CDC version of causeid 95 (Residual)","G52"
114,"CDC version of causeid 95 (Residual)","G53"
114,"CDC version of causeid 95 (Residual)","G54"
114,"CDC version of causeid 95 (Residual)","G55"
114,"CDC version of causeid 95 (Residual)","G56"
114,"CDC version of causeid 95 (Residual)","G57"
114,"CDC version of causeid 95 (Residual)","G58"
114,"CDC version of causeid 95 (Residual)","G59"
114,"CDC version of causeid 95 (Residual)","G60"
114,"CDC version of causeid 95 (Residual)","G61"
114,"CDC version of causeid 95 (Residual)","G62"
114,"CDC version of causeid 95 (Residual)","G63"
114,"CDC version of causeid 95 (Residual)","G64"
114,"CDC version of causeid 95 (Residual)","G65"
114,"CDC version of causeid 95 (Residual)","G66"
114,"CDC version of causeid 95 (Residual)","G67"
114,"CDC version of causeid 95 (Residual)","G68"
114,"CDC version of causeid 95 (Residual)","G69"
114,"CDC version of causeid 95 (Residual)","G70"
114,"CDC version of causeid 95 (Residual)","G71"
114,"CDC version of causeid 95 (Residual)","G72"
114,"CDC version of causeid 95 (Residual)","G73"
114,"CDC version of causeid 95 (Residual)","G74"
114,"CDC version of causeid 95 (Residual)","G75"
114,"CDC version of causeid 95 (Residual)","G76"
114,"CDC version of causeid 95 (Residual)","G77"
114,"CDC version of causeid 95 (Residual)","G78"
114,"CDC version of causeid 95 (Residual)","G79"
114,"CDC version of causeid 95 (Residual)","G80"
114,"CDC version of causeid 95 (Residual)","G81"
114,"CDC version of causeid 95 (Residual)","G82"
114,"CDC version of causeid 95 (Residual)","G83"
114,"CDC version of causeid 95 (Residual)","G84"
114,"CDC version of causeid 95 (Residual)","G85"
114,"CDC version of causeid 95 (Residual)","G86"
114,"CDC version of causeid 95 (Residual)","G87"
114,"CDC version of causeid 95 (Residual)","G88"
114,"CDC version of causeid 95 (Residual)","G89"
114,"CDC version of causeid 95 (Residual)","G90"
114,"CDC version of causeid 95 (Residual)","G91"
114,"CDC version of causeid 95 (Residual)","G92"
114,"CDC version of causeid 95 (Residual)","G93"
114,"CDC version of causeid 95 (Residual)","G94"
114,"CDC version of causeid 95 (Residual)","G95"
114,"CDC version of causeid 95 (Residual)","G96"
114,"CDC version of causeid 95 (Residual)","G97"
114,"CDC version of causeid 95 (Residual)","G98"
114,"CDC version of causeid 95 (Residual)","G99"
114,"CDC version of causeid 95 (Residual)","H0"
114,"CDC version of causeid 95 (Residual)","H1"
114,"CDC version of causeid 95 (Residual)","H10"
114,"CDC version of causeid 95 (Residual)","H11"
114,"CDC version of causeid 95 (Residual)","H12"
114,"CDC version of causeid 95 (Residual)","H13"
114,"CDC version of causeid 95 (Residual)","H14"
114,"CDC version of causeid 95 (Residual)","H15"
114,"CDC version of causeid 95 (Residual)","H16"
114,"CDC version of causeid 95 (Residual)","H17"
114,"CDC version of causeid 95 (Residual)","H18"
114,"CDC version of causeid 95 (Residual)","H19"
114,"CDC version of causeid 95 (Residual)","H2"
114,"CDC version of causeid 95 (Residual)","H20"
114,"CDC version of causeid 95 (Residual)","H21"
114,"CDC version of causeid 95 (Residual)","H22"
114,"CDC version of causeid 95 (Residual)","H23"
114,"CDC version of causeid 95 (Residual)","H24"
114,"CDC version of causeid 95 (Residual)","H25"
114,"CDC version of causeid 95 (Residual)","H26"
114,"CDC version of causeid 95 (Residual)","H27"
114,"CDC version of causeid 95 (Residual)","H28"
114,"CDC version of causeid 95 (Residual)","H29"
114,"CDC version of causeid 95 (Residual)","H3"
114,"CDC version of causeid 95 (Residual)","H30"
114,"CDC version of causeid 95 (Residual)","H31"
114,"CDC version of causeid 95 (Residual)","H32"
114,"CDC version of causeid 95 (Residual)","H33"
114,"CDC version of causeid 95 (Residual)","H34"
114,"CDC version of causeid 95 (Residual)","H35"
114,"CDC version of causeid 95 (Residual)","H36"
114,"CDC version of causeid 95 (Residual)","H37"
114,"CDC version of causeid 95 (Residual)","H38"
114,"CDC version of causeid 95 (Residual)","H39"
114,"CDC version of causeid 95 (Residual)","H4"
114,"CDC version of causeid 95 (Residual)","H40"
114,"CDC version of causeid 95 (Residual)","H41"
114,"CDC version of causeid 95 (Residual)","H42"
114,"CDC version of causeid 95 (Residual)","H43"
114,"CDC version of causeid 95 (Residual)","H44"
114,"CDC version of causeid 95 (Residual)","H45"
114,"CDC version of causeid 95 (Residual)","H46"
114,"CDC version of causeid 95 (Residual)","H47"
114,"CDC version of causeid 95 (Residual)","H48"
114,"CDC version of causeid 95 (Residual)","H49"
114,"CDC version of causeid 95 (Residual)","H5"
114,"CDC version of causeid 95 (Residual)","H50"
114,"CDC version of causeid 95 (Residual)","H51"
114,"CDC version of causeid 95 (Residual)","H52"
114,"CDC version of causeid 95 (Residual)","H53"
114,"CDC version of causeid 95 (Residual)","H54"
114,"CDC version of causeid 95 (Residual)","H55"
114,"CDC version of causeid 95 (Residual)","H56"
114,"CDC version of causeid 95 (Residual)","H57"
114,"CDC version of causeid 95 (Residual)","H58"
114,"CDC version of causeid 95 (Residual)","H59"
114,"CDC version of causeid 95 (Residual)","H6"
114,"CDC version of causeid 95 (Residual)","H60"
114,"CDC version of causeid 95 (Residual)","H61"
114,"CDC version of causeid 95 (Residual)","H62"
114,"CDC version of causeid 95 (Residual)","H63"
114,"CDC version of causeid 95 (Residual)","H64"
114,"CDC version of causeid 95 (Residual)","H65"
114,"CDC version of causeid 95 (Residual)","H66"
114,"CDC version of causeid 95 (Residual)","H67"
114,"CDC version of causeid 95 (Residual)","H68"
114,"CDC version of causeid 95 (Residual)","H69"
114,"CDC version of causeid 95 (Residual)","H7"
114,"CDC version of causeid 95 (Residual)","H70"
114,"CDC version of causeid 95 (Residual)","H71"
114,"CDC version of causeid 95 (Residual)","H72"
114,"CDC version of causeid 95 (Residual)","H73"
114,"CDC version of causeid 95 (Residual)","H74"
114,"CDC version of causeid 95 (Residual)","H75"
114,"CDC version of causeid 95 (Residual)","H76"
114,"CDC version of causeid 95 (Residual)","H77"
114,"CDC version of causeid 95 (Residual)","H78"
114,"CDC version of causeid 95 (Residual)","H79"
114,"CDC version of causeid 95 (Residual)","H8"
114,"CDC version of causeid 95 (Residual)","H80"
114,"CDC version of causeid 95 (Residual)","H81"
114,"CDC version of causeid 95 (Residual)","H82"
114,"CDC version of causeid 95 (Residual)","H83"
114,"CDC version of causeid 95 (Residual)","H84"
114,"CDC version of causeid 95 (Residual)","H85"
114,"CDC version of causeid 95 (Residual)","H86"
114,"CDC version of causeid 95 (Residual)","H87"
114,"CDC version of causeid 95 (Residual)","H88"
114,"CDC version of causeid 95 (Residual)","H89"
114,"CDC version of causeid 95 (Residual)","H9"
114,"CDC version of causeid 95 (Residual)","H90"
114,"CDC version of causeid 95 (Residual)","H91"
114,"CDC version of causeid 95 (Residual)","H92"
114,"CDC version of causeid 95 (Residual)","H93"
114,"CDC version of causeid 95 (Residual)","K00"
114,"CDC version of causeid 95 (Residual)","K01"
114,"CDC version of causeid 95 (Residual)","K02"
114,"CDC version of causeid 95 (Residual)","K03"
114,"CDC version of causeid 95 (Residual)","K04"
114,"CDC version of causeid 95 (Residual)","K05"
114,"CDC version of causeid 95 (Residual)","K06"
114,"CDC version of causeid 95 (Residual)","K07"
114,"CDC version of causeid 95 (Residual)","K08"
114,"CDC version of causeid 95 (Residual)","K09"
114,"CDC version of causeid 95 (Residual)","K10"
114,"CDC version of causeid 95 (Residual)","K11"
114,"CDC version of causeid 95 (Residual)","K12"
114,"CDC version of causeid 95 (Residual)","K13"
114,"CDC version of causeid 95 (Residual)","K14"
114,"CDC version of causeid 95 (Residual)","K15"
114,"CDC version of causeid 95 (Residual)","K16"
114,"CDC version of causeid 95 (Residual)","K17"
114,"CDC version of causeid 95 (Residual)","K18"
114,"CDC version of causeid 95 (Residual)","K19"
114,"CDC version of causeid 95 (Residual)","K20"
114,"CDC version of causeid 95 (Residual)","K21"
114,"CDC version of causeid 95 (Residual)","K22"
114,"CDC version of causeid 95 (Residual)","K29"
114,"CDC version of causeid 95 (Residual)","K30"
114,"CDC version of causeid 95 (Residual)","K31"
114,"CDC version of causeid 95 (Residual)","K50"
114,"CDC version of causeid 95 (Residual)","K51"
114,"CDC version of causeid 95 (Residual)","K52"
114,"CDC version of causeid 95 (Residual)","K53"
114,"CDC version of causeid 95 (Residual)","K54"
114,"CDC version of causeid 95 (Residual)","K55"
114,"CDC version of causeid 95 (Residual)","K56"
114,"CDC version of causeid 95 (Residual)","K57"
114,"CDC version of causeid 95 (Residual)","K58"
114,"CDC version of causeid 95 (Residual)","K59"
114,"CDC version of causeid 95 (Residual)","K60"
114,"CDC version of causeid 95 (Residual)","K61"
114,"CDC version of causeid 95 (Residual)","K62"
114,"CDC version of causeid 95 (Residual)","K63"
114,"CDC version of causeid 95 (Residual)","K64"
114,"CDC version of causeid 95 (Residual)","K65"
114,"CDC version of causeid 95 (Residual)","K66"
114,"CDC version of causeid 95 (Residual)","K71"
114,"CDC version of causeid 95 (Residual)","K72"
114,"CDC version of causeid 95 (Residual)","K75"
114,"CDC version of causeid 95 (Residual)","K76"
114,"CDC version of causeid 95 (Residual)","K83"
114,"CDC version of causeid 95 (Residual)","K84"
114,"CDC version of causeid 95 (Residual)","K85"
114,"CDC version of causeid 95 (Residual)","K86"
114,"CDC version of causeid 95 (Residual)","K87"
114,"CDC version of causeid 95 (Residual)","K88"
114,"CDC version of causeid 95 (Residual)","K89"
114,"CDC version of causeid 95 (Residual)","K90"
114,"CDC version of causeid 95 (Residual)","K91"
114,"CDC version of causeid 95 (Residual)","K92"
114,"CDC version of causeid 95 (Residual)","K93"
114,"CDC version of causeid 95 (Residual)","K94"
114,"CDC version of causeid 95 (Residual)","K95"
114,"CDC version of causeid 95 (Residual)","K96"
114,"CDC version of causeid 95 (Residual)","K97"
114,"CDC version of causeid 95 (Residual)","K98"
114,"CDC version of causeid 95 (Residual)","K99"
114,"CDC version of causeid 95 (Residual)","L00"
114,"CDC version of causeid 95 (Residual)","L01"
114,"CDC version of causeid 95 (Residual)","L02"
114,"CDC version of causeid 95 (Residual)","L03"
114,"CDC version of causeid 95 (Residual)","L04"
114,"CDC version of causeid 95 (Residual)","L05"
114,"CDC version of causeid 95 (Residual)","L06"
114,"CDC version of causeid 95 (Residual)","L07"
114,"CDC version of causeid 95 (Residual)","L08"
114,"CDC version of causeid 95 (Residual)","L09"
114,"CDC version of causeid 95 (Residual)","L10"
114,"CDC version of causeid 95 (Residual)","L11"
114,"CDC version of causeid 95 (Residual)","L12"
114,"CDC version of causeid 95 (Residual)","L13"
114,"CDC version of causeid 95 (Residual)","L14"
114,"CDC version of causeid 95 (Residual)","L15"
114,"CDC version of causeid 95 (Residual)","L16"
114,"CDC version of causeid 95 (Residual)","L17"
114,"CDC version of causeid 95 (Residual)","L18"
114,"CDC version of causeid 95 (Residual)","L19"
114,"CDC version of causeid 95 (Residual)","L20"
114,"CDC version of causeid 95 (Residual)","L21"
114,"CDC version of causeid 95 (Residual)","L22"
114,"CDC version of causeid 95 (Residual)","L23"
114,"CDC version of causeid 95 (Residual)","L24"
114,"CDC version of causeid 95 (Residual)","L25"
114,"CDC version of causeid 95 (Residual)","L26"
114,"CDC version of causeid 95 (Residual)","L27"
114,"CDC version of causeid 95 (Residual)","L28"
114,"CDC version of causeid 95 (Residual)","L29"
114,"CDC version of causeid 95 (Residual)","L30"
114,"CDC version of causeid 95 (Residual)","L31"
114,"CDC version of causeid 95 (Residual)","L32"
114,"CDC version of causeid 95 (Residual)","L33"
114,"CDC version of causeid 95 (Residual)","L34"
114,"CDC version of causeid 95 (Residual)","L35"
114,"CDC version of causeid 95 (Residual)","L36"
114,"CDC version of causeid 95 (Residual)","L37"
114,"CDC version of causeid 95 (Residual)","L38"
114,"CDC version of causeid 95 (Residual)","L39"
114,"CDC version of causeid 95 (Residual)","L40"
114,"CDC version of causeid 95 (Residual)","L41"
114,"CDC version of causeid 95 (Residual)","L42"
114,"CDC version of causeid 95 (Residual)","L43"
114,"CDC version of causeid 95 (Residual)","L44"
114,"CDC version of causeid 95 (Residual)","L45"
114,"CDC version of causeid 95 (Residual)","L46"
114,"CDC version of causeid 95 (Residual)","L47"
114,"CDC version of causeid 95 (Residual)","L48"
114,"CDC version of causeid 95 (Residual)","L49"
114,"CDC version of causeid 95 (Residual)","L50"
114,"CDC version of causeid 95 (Residual)","L51"
114,"CDC version of causeid 95 (Residual)","L52"
114,"CDC version of causeid 95 (Residual)","L53"
114,"CDC version of causeid 95 (Residual)","L54"
114,"CDC version of causeid 95 (Residual)","L55"
114,"CDC version of causeid 95 (Residual)","L56"
114,"CDC version of causeid 95 (Residual)","L57"
114,"CDC version of causeid 95 (Residual)","L58"
114,"CDC version of causeid 95 (Residual)","L59"
114,"CDC version of causeid 95 (Residual)","L60"
114,"CDC version of causeid 95 (Residual)","L61"
114,"CDC version of causeid 95 (Residual)","L62"
114,"CDC version of causeid 95 (Residual)","L63"
114,"CDC version of causeid 95 (Residual)","L64"
114,"CDC version of causeid 95 (Residual)","L65"
114,"CDC version of causeid 95 (Residual)","L66"
114,"CDC version of causeid 95 (Residual)","L67"
114,"CDC version of causeid 95 (Residual)","L68"
114,"CDC version of causeid 95 (Residual)","L69"
114,"CDC version of causeid 95 (Residual)","L70"
114,"CDC version of causeid 95 (Residual)","L71"
114,"CDC version of causeid 95 (Residual)","L72"
114,"CDC version of causeid 95 (Residual)","L73"
114,"CDC version of causeid 95 (Residual)","L74"
114,"CDC version of causeid 95 (Residual)","L75"
114,"CDC version of causeid 95 (Residual)","L76"
114,"CDC version of causeid 95 (Residual)","L77"
114,"CDC version of causeid 95 (Residual)","L78"
114,"CDC version of causeid 95 (Residual)","L79"
114,"CDC version of causeid 95 (Residual)","L80"
114,"CDC version of causeid 95 (Residual)","L81"
114,"CDC version of causeid 95 (Residual)","L82"
114,"CDC version of causeid 95 (Residual)","L83"
114,"CDC version of causeid 95 (Residual)","L84"
114,"CDC version of causeid 95 (Residual)","L85"
114,"CDC version of causeid 95 (Residual)","L86"
114,"CDC version of causeid 95 (Residual)","L87"
114,"CDC version of causeid 95 (Residual)","L88"
114,"CDC version of causeid 95 (Residual)","L89"
114,"CDC version of causeid 95 (Residual)","L90"
114,"CDC version of causeid 95 (Residual)","L91"
114,"CDC version of causeid 95 (Residual)","L92"
114,"CDC version of causeid 95 (Residual)","L93"
114,"CDC version of causeid 95 (Residual)","L94"
114,"CDC version of causeid 95 (Residual)","L95"
114,"CDC version of causeid 95 (Residual)","L96"
114,"CDC version of causeid 95 (Residual)","L97"
114,"CDC version of causeid 95 (Residual)","L98"
114,"CDC version of causeid 95 (Residual)","L99"
114,"CDC version of causeid 95 (Residual)","M00"
114,"CDC version of causeid 95 (Residual)","M01"
114,"CDC version of causeid 95 (Residual)","M02"
114,"CDC version of causeid 95 (Residual)","M03"
114,"CDC version of causeid 95 (Residual)","M04"
114,"CDC version of causeid 95 (Residual)","M05"
114,"CDC version of causeid 95 (Residual)","M06"
114,"CDC version of causeid 95 (Residual)","M07"
114,"CDC version of causeid 95 (Residual)","M08"
114,"CDC version of causeid 95 (Residual)","M09"
114,"CDC version of causeid 95 (Residual)","M10"
114,"CDC version of causeid 95 (Residual)","M11"
114,"CDC version of causeid 95 (Residual)","M12"
114,"CDC version of causeid 95 (Residual)","M13"
114,"CDC version of causeid 95 (Residual)","M14"
114,"CDC version of causeid 95 (Residual)","M15"
114,"CDC version of causeid 95 (Residual)","M16"
114,"CDC version of causeid 95 (Residual)","M17"
114,"CDC version of causeid 95 (Residual)","M18"
114,"CDC version of causeid 95 (Residual)","M19"
114,"CDC version of causeid 95 (Residual)","M20"
114,"CDC version of causeid 95 (Residual)","M21"
114,"CDC version of causeid 95 (Residual)","M22"
114,"CDC version of causeid 95 (Residual)","M23"
114,"CDC version of causeid 95 (Residual)","M24"
114,"CDC version of causeid 95 (Residual)","M25"
114,"CDC version of causeid 95 (Residual)","M26"
114,"CDC version of causeid 95 (Residual)","M27"
114,"CDC version of causeid 95 (Residual)","M28"
114,"CDC version of causeid 95 (Residual)","M29"
114,"CDC version of causeid 95 (Residual)","M30"
114,"CDC version of causeid 95 (Residual)","M31"
114,"CDC version of causeid 95 (Residual)","M32"
114,"CDC version of causeid 95 (Residual)","M33"
114,"CDC version of causeid 95 (Residual)","M34"
114,"CDC version of causeid 95 (Residual)","M35"
114,"CDC version of causeid 95 (Residual)","M36"
114,"CDC version of causeid 95 (Residual)","M37"
114,"CDC version of causeid 95 (Residual)","M38"
114,"CDC version of causeid 95 (Residual)","M39"
114,"CDC version of causeid 95 (Residual)","M40"
114,"CDC version of causeid 95 (Residual)","M41"
114,"CDC version of causeid 95 (Residual)","M42"
114,"CDC version of causeid 95 (Residual)","M43"
114,"CDC version of causeid 95 (Residual)","M44"
114,"CDC version of causeid 95 (Residual)","M45"
114,"CDC version of causeid 95 (Residual)","M46"
114,"CDC version of causeid 95 (Residual)","M47"
114,"CDC version of causeid 95 (Residual)","M48"
114,"CDC version of causeid 95 (Residual)","M49"
114,"CDC version of causeid 95 (Residual)","M50"
114,"CDC version of causeid 95 (Residual)","M51"
114,"CDC version of causeid 95 (Residual)","M52"
114,"CDC version of causeid 95 (Residual)","M53"
114,"CDC version of causeid 95 (Residual)","M54"
114,"CDC version of causeid 95 (Residual)","M55"
114,"CDC version of causeid 95 (Residual)","M56"
114,"CDC version of causeid 95 (Residual)","M57"
114,"CDC version of causeid 95 (Residual)","M58"
114,"CDC version of causeid 95 (Residual)","M59"
114,"CDC version of causeid 95 (Residual)","M60"
114,"CDC version of causeid 95 (Residual)","M61"
114,"CDC version of causeid 95 (Residual)","M62"
114,"CDC version of causeid 95 (Residual)","M63"
114,"CDC version of causeid 95 (Residual)","M64"
114,"CDC version of causeid 95 (Residual)","M65"
114,"CDC version of causeid 95 (Residual)","M66"
114,"CDC version of causeid 95 (Residual)","M67"
114,"CDC version of causeid 95 (Residual)","M68"
114,"CDC version of causeid 95 (Residual)","M69"
114,"CDC version of causeid 95 (Residual)","M70"
114,"CDC version of causeid 95 (Residual)","M71"
114,"CDC version of causeid 95 (Residual)","M72"
114,"CDC version of causeid 95 (Residual)","M73"
114,"CDC version of causeid 95 (Residual)","M74"
114,"CDC version of causeid 95 (Residual)","M75"
114,"CDC version of causeid 95 (Residual)","M76"
114,"CDC version of causeid 95 (Residual)","M77"
114,"CDC version of causeid 95 (Residual)","M78"
114,"CDC version of causeid 95 (Residual)","M79"
114,"CDC version of causeid 95 (Residual)","M80"
114,"CDC version of causeid 95 (Residual)","M81"
114,"CDC version of causeid 95 (Residual)","M82"
114,"CDC version of causeid 95 (Residual)","M83"
114,"CDC version of causeid 95 (Residual)","M84"
114,"CDC version of causeid 95 (Residual)","M85"
114,"CDC version of causeid 95 (Residual)","M86"
114,"CDC version of causeid 95 (Residual)","M87"
114,"CDC version of causeid 95 (Residual)","M88"
114,"CDC version of causeid 95 (Residual)","M89"
114,"CDC version of causeid 95 (Residual)","M90"
114,"CDC version of causeid 95 (Residual)","M91"
114,"CDC version of causeid 95 (Residual)","M92"
114,"CDC version of causeid 95 (Residual)","M93"
114,"CDC version of causeid 95 (Residual)","M94"
114,"CDC version of causeid 95 (Residual)","M95"
114,"CDC version of causeid 95 (Residual)","M96"
114,"CDC version of causeid 95 (Residual)","M97"
114,"CDC version of causeid 95 (Residual)","M98"
114,"CDC version of causeid 95 (Residual)","M99"
114,"CDC version of causeid 95 (Residual)","N04"
114,"CDC version of causeid 95 (Residual)","N05"
114,"CDC version of causeid 95 (Residual)","N06"
114,"CDC version of causeid 95 (Residual)","N07"
114,"CDC version of causeid 95 (Residual)","N08"
114,"CDC version of causeid 95 (Residual)","N09"
114,"CDC version of causeid 95 (Residual)","N10"
114,"CDC version of causeid 95 (Residual)","N11"
114,"CDC version of causeid 95 (Residual)","N12"
114,"CDC version of causeid 95 (Residual)","N13"
114,"CDC version of causeid 95 (Residual)","N130"
114,"CDC version of causeid 95 (Residual)","N131"
114,"CDC version of causeid 95 (Residual)","N132"
114,"CDC version of causeid 95 (Residual)","N133"
114,"CDC version of causeid 95 (Residual)","N134"
114,"CDC version of causeid 95 (Residual)","N135"
114,"CDC version of causeid 95 (Residual)","N137"
114,"CDC version of causeid 95 (Residual)","N138"
114,"CDC version of causeid 95 (Residual)","N139"
114,"CDC version of causeid 95 (Residual)","N14"
114,"CDC version of causeid 95 (Residual)","N14"
114,"CDC version of causeid 95 (Residual)","N15"
114,"CDC version of causeid 95 (Residual)","N150"
114,"CDC version of causeid 95 (Residual)","N158"
114,"CDC version of causeid 95 (Residual)","N159"
114,"CDC version of causeid 95 (Residual)","N16"
114,"CDC version of causeid 95 (Residual)","N17"
114,"CDC version of causeid 95 (Residual)","N18"
114,"CDC version of causeid 95 (Residual)","N19"
114,"CDC version of causeid 95 (Residual)","N20"
114,"CDC version of causeid 95 (Residual)","N20"
114,"CDC version of causeid 95 (Residual)","N21"
114,"CDC version of causeid 95 (Residual)","N21"
114,"CDC version of causeid 95 (Residual)","N22"
114,"CDC version of causeid 95 (Residual)","N22"
114,"CDC version of causeid 95 (Residual)","N23"
114,"CDC version of causeid 95 (Residual)","N23"
114,"CDC version of causeid 95 (Residual)","N24"
114,"CDC version of causeid 95 (Residual)","N25"
114,"CDC version of causeid 95 (Residual)","N26"
114,"CDC version of causeid 95 (Residual)","N27"
114,"CDC version of causeid 95 (Residual)","N28"
114,"CDC version of causeid 95 (Residual)","N28"
114,"CDC version of causeid 95 (Residual)","N29"
114,"CDC version of causeid 95 (Residual)","N29"
114,"CDC version of causeid 95 (Residual)","N30"
114,"CDC version of causeid 95 (Residual)","N30"
114,"CDC version of causeid 95 (Residual)","N31"
114,"CDC version of causeid 95 (Residual)","N31"
114,"CDC version of causeid 95 (Residual)","N32"
114,"CDC version of causeid 95 (Residual)","N32"
114,"CDC version of causeid 95 (Residual)","N33"
114,"CDC version of causeid 95 (Residual)","N33"
114,"CDC version of causeid 95 (Residual)","N34"
114,"CDC version of causeid 95 (Residual)","N34"
114,"CDC version of causeid 95 (Residual)","N35"
114,"CDC version of causeid 95 (Residual)","N35"
114,"CDC version of causeid 95 (Residual)","N36"
114,"CDC version of causeid 95 (Residual)","N36"
114,"CDC version of causeid 95 (Residual)","N37"
114,"CDC version of causeid 95 (Residual)","N37"
114,"CDC version of causeid 95 (Residual)","N38"
114,"CDC version of causeid 95 (Residual)","N38"
114,"CDC version of causeid 95 (Residual)","N39"
114,"CDC version of causeid 95 (Residual)","N39"
114,"CDC version of causeid 95 (Residual)","N40"
114,"CDC version of causeid 95 (Residual)","N41"
114,"CDC version of causeid 95 (Residual)","N42"
114,"CDC version of causeid 95 (Residual)","N43"
114,"CDC version of causeid 95 (Residual)","N44"
114,"CDC version of causeid 95 (Residual)","N45"
114,"CDC version of causeid 95 (Residual)","N46"
114,"CDC version of causeid 95 (Residual)","N47"
114,"CDC version of causeid 95 (Residual)","N48"
114,"CDC version of causeid 95 (Residual)","N49"
114,"CDC version of causeid 95 (Residual)","N50"
114,"CDC version of causeid 95 (Residual)","N51"
114,"CDC version of causeid 95 (Residual)","N52"
114,"CDC version of causeid 95 (Residual)","N53"
114,"CDC version of causeid 95 (Residual)","N54"
114,"CDC version of causeid 95 (Residual)","N55"
114,"CDC version of causeid 95 (Residual)","N56"
114,"CDC version of causeid 95 (Residual)","N57"
114,"CDC version of causeid 95 (Residual)","N58"
114,"CDC version of causeid 95 (Residual)","N59"
114,"CDC version of causeid 95 (Residual)","N60"
114,"CDC version of causeid 95 (Residual)","N61"
114,"CDC version of causeid 95 (Residual)","N62"
114,"CDC version of causeid 95 (Residual)","N63"
114,"CDC version of causeid 95 (Residual)","N64"
114,"CDC version of causeid 95 (Residual)","N80"
114,"CDC version of causeid 95 (Residual)","N81"
114,"CDC version of causeid 95 (Residual)","N82"
114,"CDC version of causeid 95 (Residual)","N83"
114,"CDC version of causeid 95 (Residual)","N84"
114,"CDC version of causeid 95 (Residual)","N85"
114,"CDC version of causeid 95 (Residual)","N86"
114,"CDC version of causeid 95 (Residual)","N87"
114,"CDC version of causeid 95 (Residual)","N88"
114,"CDC version of causeid 95 (Residual)","N89"
114,"CDC version of causeid 95 (Residual)","N90"
114,"CDC version of causeid 95 (Residual)","N91"
114,"CDC version of causeid 95 (Residual)","N92"
114,"CDC version of causeid 95 (Residual)","N93"
