"causeid","cause.of.death","icd10","orig.coding"
16,"Other and unspecified viral diseases","A945","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A946","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A947","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A948","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A949","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A950","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A951","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A952","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A953","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A954","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A955","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A956","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A957","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A958","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A959","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A960","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A961","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A962","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A963","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A964","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A965","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A966","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A967","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A968","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A969","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A970","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A971","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A972","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A973","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A974","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A975","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A976","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A977","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A978","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A979","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A980","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A981","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A982","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A983","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A984","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A985","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A986","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A987","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A988","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A989","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A990","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A991","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A992","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A993","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A994","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A995","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A996","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A997","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A998","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","A999","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B000","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B001","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B002","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B003","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B004","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B005","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B006","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B007","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B008","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B009","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B020","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B021","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B022","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B023","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B024","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B025","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B026","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B027","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B028","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B029","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B030","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B031","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B032","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B033","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B034","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B035","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B036","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B037","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B038","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B039","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B040","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B041","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B042","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B043","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B044","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B045","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B046","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B047","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B048","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B049","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B060","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B061","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B062","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B063","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B064","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B065","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B066","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B067","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B068","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B069","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B070","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B071","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B072","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B073","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B074","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B075","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B076","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B077","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B078","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B079","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B080","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B081","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B082","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B083","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B084","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B085","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B086","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B087","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B088","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B089","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B090","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B091","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B092","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B093","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B094","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B095","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B096","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B097","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B098","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B099","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B100","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B101","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B102","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B103","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B104","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B105","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B106","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B107","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B108","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B109","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B110","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B111","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B112","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B113","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B114","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B115","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B116","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B117","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B118","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B119","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B120","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B121","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B122","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B123","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B124","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B125","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B126","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B127","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B128","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B129","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B130","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B131","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B132","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B133","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B134","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B135","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B136","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B137","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B138","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B139","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B140","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B141","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B142","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B143","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B144","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B145","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B146","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B147","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B148","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B149","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B150","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B151","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B152","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B153","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B154","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B155","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B156","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B157","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B158","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B159","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B160","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B161","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B162","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B163","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B164","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B165","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B166","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B167","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B168","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B169","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B170","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B171","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B172","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B173","A81-B00,B02-B04,B06-B19,B25,B27-B34"
16,"Other and unspecified viral diseases","B174","A81-B00,B02-B04,B06-B19,B25,B27-B34"
