"causeid","cause.of.death","icd10","uploaded"
59,"All other forms of heart disease","I36",2022-02-02
59,"All other forms of heart disease","I37",2022-02-02
59,"All other forms of heart disease","I38",2022-02-02
59,"All other forms of heart disease","I42",2022-02-02
59,"All other forms of heart disease","I43",2022-02-02
59,"All other forms of heart disease","I44",2022-02-02
59,"All other forms of heart disease","I45",2022-02-02
59,"All other forms of heart disease","I46",2022-02-02
59,"All other forms of heart disease","I47",2022-02-02
59,"All other forms of heart disease","I48",2022-02-02
59,"All other forms of heart disease","I49",2022-02-02
59,"All other forms of heart disease","I51",2022-02-02
60,"Essential (primary) hypertension and hypertensive renal disease","I10",2022-02-02
60,"Essential (primary) hypertension and hypertensive renal disease","I12",2022-02-02
60,"Essential (primary) hypertension and hypertensive renal disease","I15",2022-02-02
61,"Cerebrovascular diseases","I60",2022-02-02
61,"Cerebrovascular diseases","I61",2022-02-02
61,"Cerebrovascular diseases","I62",2022-02-02
61,"Cerebrovascular diseases","I63",2022-02-02
61,"Cerebrovascular diseases","I64",2022-02-02
61,"Cerebrovascular diseases","I65",2022-02-02
61,"Cerebrovascular diseases","I66",2022-02-02
61,"Cerebrovascular diseases","I67",2022-02-02
61,"Cerebrovascular diseases","I68",2022-02-02
61,"Cerebrovascular diseases","I69",2022-02-02
62,"Atherosclerosis","I70",2022-02-02
63,"Aortic aneurysm and dissection","I71",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I72",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I73",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I74",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I75",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I76",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I77",2022-02-02
64,"Other diseases of arteries, arterioles and capillaries","I78",2022-02-02
65,"Other disorders of circulatory system","I80",2022-02-02
65,"Other disorders of circulatory system","I81",2022-02-02
65,"Other disorders of circulatory system","I82",2022-02-02
65,"Other disorders of circulatory system","I83",2022-02-02
65,"Other disorders of circulatory system","I84",2022-02-02
65,"Other disorders of circulatory system","I85",2022-02-02
65,"Other disorders of circulatory system","I86",2022-02-02
65,"Other disorders of circulatory system","I87",2022-02-02
65,"Other disorders of circulatory system","I88",2022-02-02
65,"Other disorders of circulatory system","I89",2022-02-02
65,"Other disorders of circulatory system","I90",2022-02-02
65,"Other disorders of circulatory system","I91",2022-02-02
65,"Other disorders of circulatory system","I92",2022-02-02
65,"Other disorders of circulatory system","I93",2022-02-02
65,"Other disorders of circulatory system","I94",2022-02-02
65,"Other disorders of circulatory system","I95",2022-02-02
65,"Other disorders of circulatory system","I96",2022-02-02
65,"Other disorders of circulatory system","I97",2022-02-02
65,"Other disorders of circulatory system","I98",2022-02-02
65,"Other disorders of circulatory system","I99",2022-02-02
66,"Influenza","J09",2022-02-02
66,"Influenza","J10",2022-02-02
66,"Influenza","J11",2022-02-02
67,"Pneumonia","J12",2022-02-02
67,"Pneumonia","J13",2022-02-02
67,"Pneumonia","J14",2022-02-02
67,"Pneumonia","J15",2022-02-02
67,"Pneumonia","J16",2022-02-02
67,"Pneumonia","J17",2022-02-02
67,"Pneumonia","J18",2022-02-02
68,"Acute bronchitis and bronchiolitis","J20",2022-02-02
68,"Acute bronchitis and bronchiolitis","J21",2022-02-02
69,"Unspecified acute lower respiratory infection","J22",2022-02-02
69,"Unspecified acute lower respiratory infection","U04",2022-02-02
70,"Bronchitis, chronic and unspecified","J40",2022-02-02
70,"Bronchitis, chronic and unspecified","J41",2022-02-02
70,"Bronchitis, chronic and unspecified","J42",2022-02-02
71,"Emphysema","J43",2022-02-02
72,"Asthma","J45",2022-02-02
72,"Asthma","J46",2022-02-02
73,"Other chronic lower respiratory diseases","J44",2022-02-02
73,"Other chronic lower respiratory diseases","J47",2022-02-02
74,"Pneumoconioses and chemical effects","J60",2022-02-02
74,"Pneumoconioses and chemical effects","J61",2022-02-02
74,"Pneumoconioses and chemical effects","J62",2022-02-02
74,"Pneumoconioses and chemical effects","J63",2022-02-02
74,"Pneumoconioses and chemical effects","J64",2022-02-02
74,"Pneumoconioses and chemical effects","J65",2022-02-02
74,"Pneumoconioses and chemical effects","J66",2022-02-02
74,"Pneumoconioses and chemical effects","J68",2022-02-02
75,"Pneumonitis due to solids and liquids","J69",2022-02-02
76,"Other diseases of respiratory system","J00",2022-02-02
76,"Other diseases of respiratory system","J01",2022-02-02
76,"Other diseases of respiratory system","J02",2022-02-02
76,"Other diseases of respiratory system","J03",2022-02-02
76,"Other diseases of respiratory system","J04",2022-02-02
76,"Other diseases of respiratory system","J05",2022-02-02
76,"Other diseases of respiratory system","J06",2022-02-02
76,"Other diseases of respiratory system","J30",2022-02-02
76,"Other diseases of respiratory system","J31",2022-02-02
76,"Other diseases of respiratory system","J32",2022-02-02
76,"Other diseases of respiratory system","J33",2022-02-02
76,"Other diseases of respiratory system","J34",2022-02-02
76,"Other diseases of respiratory system","J35",2022-02-02
76,"Other diseases of respiratory system","J36",2022-02-02
76,"Other diseases of respiratory system","J37",2022-02-02
76,"Other diseases of respiratory system","J38",2022-02-02
76,"Other diseases of respiratory system","J39",2022-02-02
76,"Other diseases of respiratory system","J67",2022-02-02
76,"Other diseases of respiratory system","J70",2022-02-02
76,"Other diseases of respiratory system","J71",2022-02-02
76,"Other diseases of respiratory system","J72",2022-02-02
76,"Other diseases of respiratory system","J73",2022-02-02
76,"Other diseases of respiratory system","J74",2022-02-02
76,"Other diseases of respiratory system","J75",2022-02-02
76,"Other diseases of respiratory system","J76",2022-02-02
76,"Other diseases of respiratory system","J77",2022-02-02
76,"Other diseases of respiratory system","J78",2022-02-02
76,"Other diseases of respiratory system","J79",2022-02-02
76,"Other diseases of respiratory system","J80",2022-02-02
76,"Other diseases of respiratory system","J81",2022-02-02
76,"Other diseases of respiratory system","J82",2022-02-02
76,"Other diseases of respiratory system","J83",2022-02-02
76,"Other diseases of respiratory system","J84",2022-02-02
76,"Other diseases of respiratory system","J85",2022-02-02
76,"Other diseases of respiratory system","J86",2022-02-02
76,"Other diseases of respiratory system","J87",2022-02-02
76,"Other diseases of respiratory system","J88",2022-02-02
76,"Other diseases of respiratory system","J89",2022-02-02
76,"Other diseases of respiratory system","J90",2022-02-02
76,"Other diseases of respiratory system","J91",2022-02-02
76,"Other diseases of respiratory system","J92",2022-02-02
76,"Other diseases of respiratory system","J93",2022-02-02
76,"Other diseases of respiratory system","J94",2022-02-02
76,"Other diseases of respiratory system","J95",2022-02-02
76,"Other diseases of respiratory system","J96",2022-02-02
76,"Other diseases of respiratory system","J97",2022-02-02
76,"Other diseases of respiratory system","J98",2022-02-02
77,"Peptic ulcer","K25",2022-02-02
77,"Peptic ulcer","K26",2022-02-02
77,"Peptic ulcer","K27",2022-02-02
77,"Peptic ulcer","K28",2022-02-02
78,"Diseases of appendix","K35",2022-02-02
78,"Diseases of appendix","K36",2022-02-02
78,"Diseases of appendix","K37",2022-02-02
78,"Diseases of appendix","K38",2022-02-02
79,"Hernia","K40",2022-02-02
79,"Hernia","K41",2022-02-02
79,"Hernia","K42",2022-02-02
79,"Hernia","K43",2022-02-02
79,"Hernia","K44",2022-02-02
79,"Hernia","K45",2022-02-02
79,"Hernia","K46",2022-02-02
80,"Alcoholic liver disease","K70",2022-02-02
81,"Other chronic liver disease and cirrhosis","K73",2022-02-02
81,"Other chronic liver disease and cirrhosis","K74",2022-02-02
82,"Cholelithiasis and other disorders of gallbladder","K80",2022-02-02
82,"Cholelithiasis and other disorders of gallbladder","K81",2022-02-02
82,"Cholelithiasis and other disorders of gallbladder","K82",2022-02-02
83,"Acute and rapidly progressive nephritic and nephrotic syndrome","N00",2022-02-02
83,"Acute and rapidly progressive nephritic and nephrotic syndrome","N01",2022-02-02
83,"Acute and rapidly progressive nephritic and nephrotic syndrome","N04",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N02",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N03",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N05",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N06",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N07",2022-02-02
84,"Chronic glomerulonephritis, nephritis and nephritis not specified as acute or chronic, and renal sclerosis unspecified","N26",2022-02-02
85,"Renal failure","N17",2022-02-02
85,"Renal failure","N18",2022-02-02
85,"Renal failure","N19",2022-02-02
86,"Other disorders of kidney","N25",2022-02-02
86,"Other disorders of kidney","N27",2022-02-02
87,"Infections of kidney","N10",2022-02-02
87,"Infections of kidney","N11",2022-02-02
87,"Infections of kidney","N12",2022-02-02
87,"Infections of kidney","N136",2022-02-02
87,"Infections of kidney","N151",2022-02-02
88,"Hyperplasia of prostate","N40",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N70",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N71",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N72",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N73",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N74",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N75",2022-02-02
89,"Inflammatory diseases of female pelvic organs","N76",2022-02-02
90,"Pregnancy with abortive outcome","O00",2022-02-02
90,"Pregnancy with abortive outcome","O01",2022-02-02
90,"Pregnancy with abortive outcome","O02",2022-02-02
90,"Pregnancy with abortive outcome","O03",2022-02-02
90,"Pregnancy with abortive outcome","O04",2022-02-02
90,"Pregnancy with abortive outcome","O05",2022-02-02
90,"Pregnancy with abortive outcome","O06",2022-02-02
90,"Pregnancy with abortive outcome","O07",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O10",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O11",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O12",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O13",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O14",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O15",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O16",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O17",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O18",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O19",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O20",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O21",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O22",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O23",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O24",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O25",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O26",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O27",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O28",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O29",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O30",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O31",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O32",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O33",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O34",2022-02-02
91,"Other complications of pregnancy, childbirth and the puerperium","O35",2022-02-02
