"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","notes","uploaded"
"Broad","15-2020","15-0000","15-2000","15-2020",NA,"Mathematicians","Computer and Mathematical Occupations","Mathematical Science Occupations","Mathematicians",NA,NA,2022-02-02
"Detailed","15-2021","15-0000","15-2000","15-2020","15-2021","Mathematicians","Computer and Mathematical Occupations","Mathematical Science Occupations","Mathematicians","Mathematicians",NA,2022-02-02
"Broad","15-2030","15-0000","15-2000","15-2030",NA,"Operations Research Analysts","Computer and Mathematical Occupations","Mathematical Science Occupations","Operations Research Analysts",NA,NA,2022-02-02
"Detailed","15-2031","15-0000","15-2000","15-2030","15-2031","Operations Research Analysts","Computer and Mathematical Occupations","Mathematical Science Occupations","Operations Research Analysts","Operations Research Analysts",NA,2022-02-02
"Broad","15-2040","15-0000","15-2000","15-2040",NA,"Statisticians","Computer and Mathematical Occupations","Mathematical Science Occupations","Statisticians",NA,NA,2022-02-02
"Detailed","15-2041","15-0000","15-2000","15-2040","15-2041","Statisticians","Computer and Mathematical Occupations","Mathematical Science Occupations","Statisticians","Statisticians",NA,2022-02-02
"Broad","15-2090","15-0000","15-2000","15-2090",NA,"Miscellaneous Mathematical Science Occupations","Computer and Mathematical Occupations","Mathematical Science Occupations","Miscellaneous Mathematical Science Occupations",NA,NA,2022-02-02
"Detailed","15-2091","15-0000","15-2000","15-2090","15-2091","Mathematical Technicians","Computer and Mathematical Occupations","Mathematical Science Occupations","Miscellaneous Mathematical Science Occupations","Mathematical Technicians",NA,2022-02-02
"Detailed","15-2099","15-0000","15-2000","15-2090","15-2099","Mathematical Science Occupations, All Other","Computer and Mathematical Occupations","Mathematical Science Occupations","Miscellaneous Mathematical Science Occupations","Mathematical Science Occupations, All Other",NA,2022-02-02
"Major","17-0000","17-0000",NA,NA,NA,"Architecture and Engineering Occupations","Architecture and Engineering Occupations",NA,NA,NA,NA,2022-02-02
"Minor","17-1000","17-0000","17-1000",NA,NA,"Architects, Surveyors, and Cartographers","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers",NA,NA,NA,2022-02-02
"Broad","17-1010","17-0000","17-1000","17-1010",NA,"Architects, Except Naval","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Architects, Except Naval",NA,NA,2022-02-02
"Detailed","17-1011","17-0000","17-1000","17-1010","17-1011","Architects, Except Landscape and Naval","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Architects, Except Naval","Architects, Except Landscape and Naval",NA,2022-02-02
"Detailed","17-1012","17-0000","17-1000","17-1010","17-1012","Landscape Architects","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Architects, Except Naval","Landscape Architects",NA,2022-02-02
"Broad","17-1020","17-0000","17-1000","17-1020",NA,"Surveyors, Cartographers, and Photogrammetrists","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists",NA,NA,2022-02-02
"Detailed","17-1021","17-0000","17-1000","17-1020","17-1021","Cartographers and Photogrammetrists","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists","Cartographers and Photogrammetrists",NA,2022-02-02
"Detailed","17-1022","17-0000","17-1000","17-1020","17-1022","Surveyors","Architecture and Engineering Occupations","Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists","Surveyors",NA,2022-02-02
"Minor","17-2000","17-0000","17-2000",NA,NA,"Engineers","Architecture and Engineering Occupations","Engineers",NA,NA,NA,2022-02-02
"Broad","17-2010","17-0000","17-2000","17-2010",NA,"Aerospace Engineers","Architecture and Engineering Occupations","Engineers","Aerospace Engineers",NA,NA,2022-02-02
"Detailed","17-2011","17-0000","17-2000","17-2010","17-2011","Aerospace Engineers","Architecture and Engineering Occupations","Engineers","Aerospace Engineers","Aerospace Engineers",NA,2022-02-02
"Broad","17-2020","17-0000","17-2000","17-2020",NA,"Agricultural Engineers","Architecture and Engineering Occupations","Engineers","Agricultural Engineers",NA,NA,2022-02-02
"Detailed","17-2021","17-0000","17-2000","17-2020","17-2021","Agricultural Engineers","Architecture and Engineering Occupations","Engineers","Agricultural Engineers","Agricultural Engineers",NA,2022-02-02
"Broad","17-2030","17-0000","17-2000","17-2030",NA,"Biomedical Engineers","Architecture and Engineering Occupations","Engineers","Biomedical Engineers",NA,NA,2022-02-02
"Detailed","17-2031","17-0000","17-2000","17-2030","17-2031","Biomedical Engineers","Architecture and Engineering Occupations","Engineers","Biomedical Engineers","Biomedical Engineers",NA,2022-02-02
"Broad","17-2040","17-0000","17-2000","17-2040",NA,"Chemical Engineers","Architecture and Engineering Occupations","Engineers","Chemical Engineers",NA,NA,2022-02-02
"Detailed","17-2041","17-0000","17-2000","17-2040","17-2041","Chemical Engineers","Architecture and Engineering Occupations","Engineers","Chemical Engineers","Chemical Engineers",NA,2022-02-02
"Broad","17-2050","17-0000","17-2000","17-2050",NA,"Civil Engineers","Architecture and Engineering Occupations","Engineers","Civil Engineers",NA,NA,2022-02-02
"Detailed","17-2051","17-0000","17-2000","17-2050","17-2051","Civil Engineers","Architecture and Engineering Occupations","Engineers","Civil Engineers","Civil Engineers",NA,2022-02-02
"Broad","17-2060","17-0000","17-2000","17-2060",NA,"Computer Hardware Engineers","Architecture and Engineering Occupations","Engineers","Computer Hardware Engineers",NA,NA,2022-02-02
"Detailed","17-2061","17-0000","17-2000","17-2060","17-2061","Computer Hardware Engineers","Architecture and Engineering Occupations","Engineers","Computer Hardware Engineers","Computer Hardware Engineers",NA,2022-02-02
"Broad","17-2070","17-0000","17-2000","17-2070",NA,"Electrical and Electronics Engineers","Architecture and Engineering Occupations","Engineers","Electrical and Electronics Engineers",NA,NA,2022-02-02
"Detailed","17-2071","17-0000","17-2000","17-2070","17-2071","Electrical Engineers","Architecture and Engineering Occupations","Engineers","Electrical and Electronics Engineers","Electrical Engineers",NA,2022-02-02
"Detailed","17-2072","17-0000","17-2000","17-2070","17-2072","Electronics Engineers, Except Computer","Architecture and Engineering Occupations","Engineers","Electrical and Electronics Engineers","Electronics Engineers, Except Computer",NA,2022-02-02
"Broad","17-2080","17-0000","17-2000","17-2080",NA,"Environmental Engineers","Architecture and Engineering Occupations","Engineers","Environmental Engineers",NA,NA,2022-02-02
"Detailed","17-2081","17-0000","17-2000","17-2080","17-2081","Environmental Engineers","Architecture and Engineering Occupations","Engineers","Environmental Engineers","Environmental Engineers",NA,2022-02-02
"Broad","17-2110","17-0000","17-2000","17-2110",NA,"Industrial Engineers, Including Health and Safety","Architecture and Engineering Occupations","Engineers","Industrial Engineers, Including Health and Safety",NA,NA,2022-02-02
"Detailed","17-2111","17-0000","17-2000","17-2110","17-2111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Architecture and Engineering Occupations","Engineers","Industrial Engineers, Including Health and Safety","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",NA,2022-02-02
"Detailed","17-2112","17-0000","17-2000","17-2110","17-2112","Industrial Engineers","Architecture and Engineering Occupations","Engineers","Industrial Engineers, Including Health and Safety","Industrial Engineers",NA,2022-02-02
"Broad","17-2120","17-0000","17-2000","17-2120",NA,"Marine Engineers and Naval Architects","Architecture and Engineering Occupations","Engineers","Marine Engineers and Naval Architects",NA,NA,2022-02-02
"Detailed","17-2121","17-0000","17-2000","17-2120","17-2121","Marine Engineers and Naval Architects","Architecture and Engineering Occupations","Engineers","Marine Engineers and Naval Architects","Marine Engineers and Naval Architects",NA,2022-02-02
"Broad","17-2130","17-0000","17-2000","17-2130",NA,"Materials Engineers","Architecture and Engineering Occupations","Engineers","Materials Engineers",NA,NA,2022-02-02
"Detailed","17-2131","17-0000","17-2000","17-2130","17-2131","Materials Engineers","Architecture and Engineering Occupations","Engineers","Materials Engineers","Materials Engineers",NA,2022-02-02
"Broad","17-2140","17-0000","17-2000","17-2140",NA,"Mechanical Engineers","Architecture and Engineering Occupations","Engineers","Mechanical Engineers",NA,NA,2022-02-02
"Detailed","17-2141","17-0000","17-2000","17-2140","17-2141","Mechanical Engineers","Architecture and Engineering Occupations","Engineers","Mechanical Engineers","Mechanical Engineers",NA,2022-02-02
"Broad","17-2150","17-0000","17-2000","17-2150",NA,"Mining and Geological Engineers, Including Mining Safety Engineers","Architecture and Engineering Occupations","Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",NA,NA,2022-02-02
"Detailed","17-2151","17-0000","17-2000","17-2150","17-2151","Mining and Geological Engineers, Including Mining Safety Engineers","Architecture and Engineering Occupations","Engineers","Mining and Geological Engineers, Including Mining Safety Engineers","Mining and Geological Engineers, Including Mining Safety Engineers",NA,2022-02-02
"Broad","17-2160","17-0000","17-2000","17-2160",NA,"Nuclear Engineers","Architecture and Engineering Occupations","Engineers","Nuclear Engineers",NA,NA,2022-02-02
"Detailed","17-2161","17-0000","17-2000","17-2160","17-2161","Nuclear Engineers","Architecture and Engineering Occupations","Engineers","Nuclear Engineers","Nuclear Engineers",NA,2022-02-02
"Broad","17-2170","17-0000","17-2000","17-2170",NA,"Petroleum Engineers","Architecture and Engineering Occupations","Engineers","Petroleum Engineers",NA,NA,2022-02-02
"Detailed","17-2171","17-0000","17-2000","17-2170","17-2171","Petroleum Engineers","Architecture and Engineering Occupations","Engineers","Petroleum Engineers","Petroleum Engineers",NA,2022-02-02
"Broad","17-2190","17-0000","17-2000","17-2190",NA,"Miscellaneous Engineers","Architecture and Engineering Occupations","Engineers","Miscellaneous Engineers",NA,NA,2022-02-02
"Detailed","17-2199","17-0000","17-2000","17-2190","17-2199","Engineers, All Other","Architecture and Engineering Occupations","Engineers","Miscellaneous Engineers","Engineers, All Other",NA,2022-02-02
"Minor","17-3000","17-0000","17-3000",NA,NA,"Drafters, Engineering Technicians, and Mapping Technicians","Architecture and Engineering Occupations","Drafters, Engineering Technicians, and Mapping Technicians",NA,NA,NA,2022-02-02
"Broad","17-3010","17-0000","17-3000","17-3010",NA,"Drafters","Architecture and Engineering Occupations","Drafters, Engineering Technicians, and Mapping Technicians","Drafters",NA,NA,2022-02-02
